Отметка времени,1. РАВЕНСТВО (равные возможности для всех), 2. ВНУТРЕННЯЯ ГАРМОНИЯ (быть в мире с самим собой),"3. СОЦИАЛЬНАЯ СИЛА (контроль над другими, доминантность)",4. УДОВОЛЬСТВИЕ (удовлетворение желаний),5. СВОБОДА (свобода мыслей и действий),"6. ДУХОВНАЯ ЖИЗНЬ (акцент на духовных, а не материальных вопросах)","7. ЧУВСТВО ПРИНАДЛЕЖНОСТИ (ощущение, что другие заботятся обо мне)",8. СОЦИАЛЬНЫЙ ПОРЯДОК (стабильность общества),"9. ЖИЗНЬ, ПОЛНАЯ ВПЕЧАТЛЕНИЙ (стремление к новизне)",10.  СМЫСЛ ЖИЗНИ (цели в жизни),"11. ВЕЖЛИВОСТЬ (предупредительность, хорошие манеры)","12. БОГАТСТВО (материальная собственность, деньги)",13. НАЦИОНАЛЬНАЯ БЕЗОПАСНОСТЬ (защищенность своей нации от врагов),14.  САМОУВАЖЕНИЕ (вера в собственную ценность),"15. УВАЖЕНИЕ МНЕНИЯ ДРУГИХ (учет интересов других людей, избегание конфронтации)","16. КРЕАТИВНОСТЬ (уникальность, богатое воображение)",17. МИР ВО ВСЕМ МИРЕ (свобода от войны и конфликтов),"18. УВАЖЕНИЕ ТРАДИЦИЙ (сохранение признанных традиций, обычаев)",19. ЗРЕЛАЯ ЛЮБОВЬ (глубокая эмоциональная и духовная близость),"20. САМОДИСЦИПЛИНА (самоограничение, устойчивость к соблазнам)",21.  ПРАВО НА УЕДИНЕНИЕ (право наличное пространство),22. БЕЗОПАСНОСТЬ СЕМЬИ  (безопасность для близких),"23. СОЦИАЛЬНОЕ ПРИЗНАНИЕ (одобрение, уважение других)",24. ЕДИНСТВО С ПРИРОДОЙ (слияние с природой),"25. ИЗМЕНЧИВАЯ ЖИЗНЬ (жизнь, наполненная проблемами, новизной и изменениями)",26. МУДРОСТЬ (зрелое понимание мира),27. АВТОРИТЕТ (право быть лидером или командовать),28. ИСТИННАЯ ДРУЖБА (близкие друзья),29.  МИР КРАСОТЫ (красота природы и искусства),"30.  СОЦИАЛЬНАЯ СПРАВЕДЛИВОСТЬ (исправление несправедливости, забота о слабых)","31. САМОСТОЯТЕЛЬНЫЙ (надеющийся на себя, самодостаточный)",32. СДЕРЖАННЫЙ (избегающий крайностей в чувствах и действиях),"33. ВЕРНЫЙ (преданный друзьям, группе)","34.  ЦЕЛЕУСТРЕМЛЕННЫЙ (трудолюбивый, вдохновенный)",35. ОТКРЫТЫЙ К ЧУЖИМ МНЕНИЯМ (терпимый к различным идеям и верованиям),"36. СКРОМНЫЙ (простой, не стремящийся привлечь к себе внимание)","37. СМЕЛЫЙ (ищущий приключений, риск)",38. ЗАЩИЩАЮЩИЙ ОКРУЖАЮЩУЮ СРЕДУ (сохраняющий природу),39. ВЛИЯТЕЛЬНЫЙ (имеющий влияние на людей и события),40. УВАЖАЮЩИЙ РОДИТЕЛЕЙ И СТАРШИХ (проявляющий уважение),41. ВЫБИРАЮЩИЙ СОБСТВЕННЫЕ ЦЕЛИ (отбирающий собственные намерения),42. ЗДОРОВЫЙ (не больной физически или душевно),"43. СПОСОБНЫЙ (компетентный, способный эффективно действовать)",44. ПРИНИМАЮЩИЙ ЖИЗНЬ (подчиняющийся жизненным обстоятельствам),"45. ЧЕСТНЫЙ (откровенный, искренний)",46. СОХРАНЯЮЩИЙ СВОЙ ИМИДЖ (защита собственного «лица»),"47. ПОСЛУШНЫЙ (исполнительный, подчиняющийся правилам)","48. УМНЫЙ (логичный, мыслящий)",49. ПОЛЕЗНЫЙ (работающий на благо других),"50. НАСЛАЖДАЮЩИЙСЯ ЖИЗНЬЮ (наслаждение едой, близостью, развлечениями и др.)",51. БЛАГОЧЕСТИВЫЙ (придерживающийся религиозной веры и убеждений),"52. ОТВЕТСТВЕННЫЙ (надежный, заслуживающий доверия)","53. ЛЮБОЗНАТЕЛЬНЫЙ (интересующийся всем, пытливый)",54. СКЛОННЫЙ ПРОЩАТЬ (стремящийся прощать другого),55. УСПЕШНЫЙ (достигающий цели),"56. ЧИСТОПЛОТНЫЙ (опрятный, аккуратный)"," 57. ПОТВОРСТВУЮЩИЙ СВОИМ ЖЕЛАНИЯМ (занимающийся тем, что доставляет удовольствие)","1. Придумывать что-то новое и быть изобрета­тельным важно для не­го. Он любит поступать по-своему, на свой лад.","2. Для него важно быть богатым. Он хочет, что­бы у него было много денег и дорогих вещей.","3. Он считает, что важно, чтобы с каждым человеком в мире обращались одинаково. Он верит, что у всех должны быть равные возможности в жизни.","4. Для него очень важно показать свои способности.   Он  хочет, чтобы люди восхищались тем, что он делает.","5.   Для   него   важно жить в безопасном окружении. Он избегает всего, что может угрожать его безопасности.","6. Он считает, что важно делать много разных дел в жизни. Он всегда стремится к новизне.","7. Он верит, что люди должны делать то, что им говорят. Он считает, что люди должны придерживаться правил всегда, даже когда никто не видит.","8. Для него важно выслушать мнение людей, которые отличаются от него. Даже если он не согласен с ними, он все равно хочет их понять.","9. Он считает, что важно не просить большего, чем имеешь. Он верит, что люди должны довольствоваться тем, что у них есть.","10. Он всегда ищет повод для развлечения. Для него важно делать то, что доставляет ему удовольствие.","11. Для него важно самому решать, что делать.   Ему   нравится быть свободным в планировании и выборе своей деятельности.",12.  Для   него   очень важно помогать окружающим. Он хочет заботиться об их благополучии.,13. Для него очень важно преуспеть в жизни. Ему нравится производить впечатление на других людей.,"14.   Для   него   очень важна    безопасность его страны. Он считает,   что   государство должно  быть  готово к защите от внешней и внутренней угрозы.",15. Он любит рисковать. Он всегда ищет приключений.,"16. Для него важно всегда вести себя должным образом. Он хочет избегать действий, которые люди сочли бы неверными.","17. Для  него важно быть главным и указывать другим, что делать. Он хочет, чтобы люди делали то, что он говорит.",18.  Для  него  важно быть преданным сво­им друзьям. Он хочет посвятить себя своим близким.,"19. Он искренне верит, что люди должны заботиться о природе. Заботиться об окружающей среде важно для него.",20. Быть религиозным важно для  него.  Он очень старается следовать своим религиозным убеждениям.,"21. Для него важно, чтобы вещи содержались в порядке и в чистоте.   Ему действительно   не   нравится беспорядок. ","22.  Он  считает,  что важно интересоваться многим. Ему нравится быть любознательным и пытаться понять разные вещи.","23. Он считает, что все народы мира должны жить в гармонии. Содействовать установлению мира между всеми группами   людей   на земле важно для него.","24. Он думает, что важно быть честолюбивым. Ему хочется по­казать насколько он способный.","25. Он думает, что луч­ше   всего   поступать в соответствии с установившимися традициями. Для него важно соблюдать обычаи, которые он усвоил.",26. Для него важно получать удовольствие от жизни. Ему нравится «баловать» себя.,"27. Для  него  важно быть чутким к нуждам других людей. Он старается поддерживать тех, кого знает.","28. Он полагает, что всегда должен проявлять уважение к своим родителям   и   людям старшего возраста. Для него важно быть послушным.","29. Он хочет, чтобы со всеми поступали справедливо, даже с людьми, которых он не знает.  Для  него  важно защищать слабых.","30. Он любит сюрпризы. Для него важно, чтобы его жизнь была полна ярких впечатлений.",31. Он очень старается не заболеть. Сохранение   здоровья   очень важно для него.,"32. Продвижение вперед в жизни важно для него. Он стремиться делать все лучше, чем другие.","33.  Для  него  важно прощать людей, кото­рые обидели его. Он старается видеть хорошее в них и не держать обиду.",34.  Для   него  важно быть    независимым. Ему  нравится  полагаться на себя.,35. Иметь стабильное правительство важно для него. Он беспокоится о сохранении общественного порядка.,36. Для него очень важно все время быть вежливым с другими людьми.     Он     старается никогда не раздражать и не беспокоить других.,37. Он по-настоящему хочет    наслаждаться жизнью. Хорошо проводить   время   очень важно для него.,38.  Для  него  важно быть скромным.  Он старается не привлекать к себе внимание. ,"39.   Он   всегда  хочет быть тем, кто принимает решения. Ему нравится быть лидером.","40.  Для  него  важно приспосабливаться к природе, быть частью ее. Он верит, что люди не должны изменять природу."
05.05.2022 17:15:09,4,7,-1,7,7,-1,4,0,0,0,4,4,0,7,5,0,7,0,0,0,7,4,0,0,0,6,0,3,3,4,3,7,4,0,6,4,-1,0,0,0,4,5,5,4,4,0,4,4,5,6,-1,4,5,-1,-1,2,6,0,-1,2,-1,0,1,0,4,-1,3,3,1,-1,0,0,1,0,3,0,-1,4,4,3,-1,1,4,2,0,3,0,2,-1,0,0,-1,3,4,2,-1,0
05.05.2022 17:25:31,5,6,4,7,6,2,1,3,3,2,4,6,5,5,4,6,7,4,7,4,7,7,4,1,1,5,3,7,3,-1,5,5,6,3,7,4,2,2,3,4,3,7,5,5,6,5,3,5,3,6,0,2,2,2,2,3,5,2,4,2,1,3,1,1,3,0,3,3,2,1,1,1,0,0,3,2,-1,0,1,4,1,0,3,2,1,2,1,1,1,2,3,1,2,3,1,0,1
05.05.2022 17:31:25,5,7,-1,7,6,0,4,7,3,3,5,5,5,7,5,5,7,4,5,5,7,7,4,3,0,5,0,7,3,6,5,5,5,5,5,4,3,4,-1,4,4,6,4,3,4,5,5,4,3,7,3,6,3,-1,3,4,5,3,1,2,2,4,1,3,2,2,4,4,1,2,4,1,1,0,4,3,-1,4,2,4,2,1,4,3,2,2,2,2,-1,-1,3,3,3,4,4,2,-1
05.05.2022 17:32:21,4,2,7,7,5,3,6,7,5,4,5,3,7,5,3,3,2,5,7,5,6,7,7,0,1,3,7,7,4,4,5,2,7,4,3,1,3,0,7,6,4,6,7,0,5,6,5,4,2,3,0,4,3,4,5,4,2,2,3,1,4,1,2,3,0,-1,1,4,0,4,2,1,3,4,3,0,1,1,2,-1,0,0,2,3,4,0,2,3,4,2,2,0,0,2,-1,4,1
05.05.2022 17:32:33,2,4,2,3,5,4,4,0,6,5,7,4,0,5,5,5,1,5,4,5,6,5,5,3,3,4,4,6,2,4,3,5,5,7,3,6,5,1,3,4,4,6,6,1,6,0,2,5,0,1,0,6,5,3,6,5,0,1,1,0,2,1,2,-1,0,-1,3,3,2,2,-1,3,3,3,3,2,0,4,4,3,1,2,2,3,2,2,4,3,2,2,2,1,3,3,3,3,1
05.05.2022 17:35:55,2,7,1,5,4,3,6,5,5,6,4,3,5,5,3,2,6,1,5,4,5,6,4,1,-1,4,2,5,3,2,6,6,6,6,5,6,5,5,4,6,6,7,7,6,7,5,4,6,7,7,6,6,5,6,6,6,6,4,2,3,2,2,3,1,3,2,4,4,3,3,4,3,2,2,3,4,4,4,4,4,3,2,4,4,4,4,4,3,2,4,2,4,4,4,2,4,4
05.05.2022 17:39:05,6,7,-1,5,6,3,3,5,2,6,5,0,6,5,3,1,5,4,6,4,6,7,0,4,1,5,2,5,1,6,6,4,6,6,5,6,4,6,-1,7,4,6,3,5,6,1,3,5,2,7,0,5,4,4,6,6,7,2,2,3,3,4,0,0,2,-1,3,4,4,3,3,1,2,-1,3,3,0,3,2,3,1,1,4,4,3,3,2,3,2,3,1,0,3,4,3,0,3
05.05.2022 17:55:40,7,5,4,7,7,3,2,5,6,7,6,5,4,6,5,7,6,4,7,2,5,7,5,0,4,7,4,7,3,5,5,5,6,6,7,6,5,5,5,6,4,5,6,4,6,5,4,4,5,6,2,7,5,7,6,4,4,3,2,4,3,3,2,4,3,3,3,4,3,2,2,2,3,2,4,1,1,2,3,1,4,2,2,1,2,2,1,2,2,3,2,3,2,4,2,2,1
05.05.2022 18:07:30,0,7,6,4,6,3,0,3,4,5,6,2,-1,4,1,4,0,0,2,5,4,7,3,3,-1,6,4,5,2,5,6,2,5,5,3,4,3,1,2,7,7,5,4,0,2,2,0,4,5,6,0,5,4,-1,3,3,3,1,1,-1,1,1,0,2,2,3,1,3,1,2,-1,-1,0,2,4,1,-1,2,3,0,2,-1,2,2,4,3,1,2,3,-1,4,1,2,2,2,3,3
05.05.2022 18:11:03,7,7,4,6,7,6,7,5,5,6,3,3,5,6,6,6,7,4,6,2,6,7,4,2,4,6,3,7,5,6,6,3,7,5,7,4,5,5,4,5,4,6,7,4,7,2,3,5,7,5,4,7,6,4,5,7,5,3,0,3,2,3,1,0,3,0,3,4,1,2,2,2,1,3,4,3,0,3,3,4,3,1,3,3,2,4,2,3,2,3,4,4,1,3,2,2,2
05.05.2022 18:13:38,4,4,-1,6,7,4,3,0,5,5,6,4,0,6,6,7,1,6,6,5,6,5,5,0,4,6,4,6,4,4,3,2,7,2,6,1,3,3,2,7,5,1,4,4,2,2,4,4,5,4,5,4,5,5,4,6,6,3,3,4,3,2,3,-1,4,1,3,4,3,2,0,1,3,2,4,2,2,3,3,4,2,2,3,3,2,3,2,2,3,2,3,3,4,3,3,2,3
05.05.2022 18:14:21,3,5,4,4,5,3,4,6,4,7,5,4,6,5,4,3,5,4,5,4,5,7,4,3,2,4,4,5,3,4,7,7,7,7,0,0,0,7,0,7,7,7,0,0,7,7,0,7,7,7,0,7,0,7,-1,7,7,2,4,2,0,3,1,0,1,1,2,4,2,3,3,0,4,2,3,2,2,4,2,1,2,2,3,3,3,2,2,2,3,2,3,2,2,3,1,1,2
05.05.2022 18:19:46,5,7,5,7,5,5,5,7,7,6,7,6,4,5,4,7,4,5,7,6,7,7,5,4,3,7,5,6,6,6,7,7,6,6,5,4,5,2,4,3,7,5,7,3,5,5,4,7,6,7,-1,6,6,4,7,5,7,4,3,3,4,4,4,2,3,-1,4,2,2,3,2,1,3,2,3,2,-1,2,3,3,2,-1,3,3,2,3,2,3,2,0,3,2,2,4,3,2,2
05.05.2022 18:20:55,6,6,4,5,6,6,4,6,5,7,5,4,5,7,6,6,7,4,6,5,5,4,3,4,3,6,4,6,5,6,4,5,6,4,4,3,1,4,3,4,4,4,4,2,5,4,3,4,5,6,3,5,5,5,4,5,4,2,3,2,3,4,2,2,4,-1,4,3,3,2,3,-1,2,0,3,4,1,2,4,4,2,1,4,4,2,4,2,3,2,1,3,4,3,4,0,1,2
05.05.2022 19:26:24,2,6,2,7,4,5,4,3,5,4,3,4,2,3,3,4,3,3,7,3,2,4,4,2,1,4,2,5,5,2,3,2,5,5,2,1,4,2,2,4,4,5,4,2,5,5,2,5,3,6,2,4,3,4,7,5,6,3,2,-1,1,2,1,-1,3,-1,3,1,1,3,0,2,-1,0,3,1,0,2,1,0,2,1,4,3,2,1,4,2,3,2,1,-1,0,4,-1,1,2
05.05.2022 19:43:09,6,6,4,6,7,4,4,5,7,6,3,3,1,5,5,6,6,4,4,1,5,4,4,4,2,3,3,6,6,6,5,-1,4,4,4,-1,4,7,2,1,6,5,6,2,6,3,2,6,5,6,0,3,6,4,5,3,6,3,2,3,4,3,4,2,1,-1,2,4,2,1,0,0,-1,1,1,4,-1,1,4,3,2,-1,4,2,1,4,2,0,3,3,2,1,2,4,-1,2,2
05.05.2022 20:59:50,7,6,-1,4,5,5,6,5,4,4,4,3,2,6,5,4,7,3,6,2,5,6,4,3,2,5,2,6,4,5,6,4,7,6,6,3,0,5,1,3,5,6,4,-1,5,0,2,6,3,2,1,5,5,3,5,4,3,0,1,4,1,2,2,1,3,-1,1,3,1,3,0,-1,1,0,3,3,0,1,3,4,0,-1,2,3,1,2,1,2,3,1,3,2,2,1,0,2,2
05.05.2022 21:47:25,5,6,1,3,4,4,4,6,5,6,6,5,7,5,5,4,7,5,5,5,5,7,6,5,4,6,3,5,5,6,6,5,5,6,6,6,5,5,4,7,5,7,6,6,7,6,4,5,6,4,6,7,6,7,6,6,4,2,3,3,0,3,2,3,4,3,1,3,2,0,3,0,4,2,4,3,4,4,3,3,2,1,0,3,4,4,2,3,2,4,3,3,3,3,3,1,2
06.05.2022 13:48:34,5,6,4,6,7,5,6,3,7,2,2,6,5,6,3,4,0,0,4,3,2,3,6,6,5,6,7,5,3,2,4,2,6,3,1,-1,4,5,5,3,4,5,3,5,7,1,-1,6,2,7,-1,6,3,3,6,1,6,4,4,3,3,1,3,-1,1,0,2,3,0,3,1,3,1,3,3,4,-1,4,2,0,2,-1,3,2,0,2,4,1,3,1,4,2,2,4,0,4,3
06.05.2022 16:46:21,4,4,2,4,4,2,3,0,2,2,6,6,-1,5,6,5,6,3,6,6,7,4,4,0,-1,6,4,2,7,5,5,5,3,3,6,5,2,6,3,5,3,5,5,6,3,3,6,7,3,2,1,4,5,7,4,4,5,3,3,2,2,3,0,3,2,1,2,1,2,2,-1,1,3,1,0,3,0,1,3,4,2,2,0,1,4,3,0,2,1,4,3,1,4,1,3,1,1
06.05.2022 17:15:23,5,7,4,-1,7,7,-1,-1,7,7,4,5,-1,7,-1,7,-1,7,7,7,7,-1,0,0,7,7,5,-1,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,-1,7,-1,7,7,-1,-1,-1,7,7,-1,7,7,-1,-1,-1,-1,-1,-1,0,-1,3,0,-1,4,0,0,-1,4,-1,0,2,2,4,4,4,-1,4,3,0,-1,1,1,4,4,4,-1,4,-1,1,4,2,0,2
06.05.2022 18:08:56,5,7,1,6,5,3,5,5,7,4,2,7,-1,3,3,5,6,0,3,1,5,5,4,3,3,4,2,4,4,2,5,4,2,4,4,3,3,4,3,3,5,7,4,4,4,4,3,5,3,7,1,4,7,4,7,5,5,2,4,3,3,4,4,0,3,1,3,2,2,4,-1,2,2,0,0,2,-1,2,4,4,3,0,4,2,1,1,4,2,3,3,2,3,1,4,1,2,1
06.05.2022 19:43:55,5,7,1,6,5,3,7,6,6,5,6,5,3,6,5,5,7,5,5,5,6,6,6,6,2,4,1,5,6,4,6,5,5,4,5,2,1,6,0,4,6,6,5,4,4,0,3,4,4,7,-1,3,6,1,5,3,2,1,2,4,3,4,4,0,0,-1,3,3,2,2,2,1,2,0,1,4,-1,2,4,2,1,1,2,2,1,2,2,3,3,-1,2,2,3,4,2,1,3
06.05.2022 20:02:10,7,5,4,7,5,2,5,1,2,4,4,7,0,7,7,1,7,0,7,-1,6,7,2,-1,0,7,5,7,0,5,6,1,7,4,6,0,2,-1,3,5,7,3,6,6,4,4,3,5,7,7,-1,7,5,6,5,7,7,2,3,4,2,3,2,2,3,-1,4,4,1,1,2,0,0,3,4,0,-1,4,2,4,2,-1,4,3,2,3,3,2,4,3,3,1,3,4,2,3,-1
06.05.2022 21:43:14,4,7,4,7,6,4,-1,3,1,5,5,3,5,7,-1,4,6,3,7,7,7,7,-1,-1,-1,5,3,5,7,4,7,5,5,6,0,6,5,4,6,3,5,6,6,3,3,6,2,5,2,6,6,4,1,1,6,6,6,3,-1,-1,2,2,1,0,0,1,1,3,-1,0,3,2,0,0,3,1,1,4,2,2,1,0,2,0,1,1,2,4,1,2,4,2,1,4,4,1,1
06.05.2022 22:36:23,-1,6,4,3,4,0,6,-1,3,5,6,5,3,6,4,2,1,0,3,1,1,5,5,0,1,6,7,5,0,3,4,1,6,5,4,3,3,0,6,3,7,3,6,0,5,6,3,6,0,2,-1,5,3,6,4,3,5,3,2,1,4,0,-1,-1,4,-1,1,3,2,4,0,0,3,4,3,1,-1,1,3,1,3,1,3,2,0,1,0,1,1,2,2,0,4,2,0,3,0
06.05.2022 22:43:49,4,5,4,6,7,5,7,5,4,5,5,2,2,5,3,5,6,0,6,4,5,4,3,2,1,4,4,6,6,5,6,4,7,6,6,4,3,5,4,1,5,6,6,3,7,3,3,6,5,5,0,5,6,4,5,3,5,3,2,0,3,3,2,0,3,-1,1,2,4,2,1,1,2,1,4,4,-1,2,4,3,2,-1,3,4,1,3,1,2,2,3,2,2,3,4,4,1,2
08.05.2022 0:10:07,0,7,3,6,6,4,5,4,6,5,7,5,5,5,7,7,5,5,7,4,6,4,7,4,5,7,5,7,5,4,7,4,6,7,5,4,7,4,3,5,7,5,7,5,6,5,7,7,7,5,2,6,7,5,7,5,5,3,0,3,4,2,2,2,3,1,2,3,0,4,0,3,2,1,1,0,0,4,4,3,4,1,3,3,2,1,3,0,4,3,4,1,3,4,2,2,1